0,650 
0,291 
0,342 
0,903 
0,074 
0,955 
0,646 
0,247 
0,858 
0,579 
0,510 
0,751 
0,402 
0,563 
0,334 
0,815 
0,106 
0,307 
0,518 
0,839 
0,370 
0,211 
0,462 
0,223 
0,594 
0,675 
0,566 
0,367 
0,178 
0,099 
0,230 
0,671 
0,522 
0,883 
0,854 
0,535 
0,026 
0,427 
0,838 
0,359 
0,090 
0,131 
0,582 
0,543 
0,114 
0,395 
0,486 
0,487 
0,498 
0,619 
0,950 
0,591 
0,642 
0,203 
0,374 
0,255 
0,946 
0,547 
0,158 
0,879 
0,810 
0,051 
0,702 
0,863 
0,634 
0,115 
0,406 
0,607 
0,818 
0,139 
0,670 
0,511 
0,762 
0,523 
0,894 
0,975 
0,866 
0,667 
0,478 
0,399 
0,530 
0,971 
0,822 
0,183 
0,154 
0,835 
0,326 
0,727 
0,138 
0,659 
0,390 
0,431 
0,882 
0,843 
0,414 
0,695 
0,786 
0,787 
0,798 
0,919 
