0,030 
0,953 
0,566 
0,244 
0,228 
0,110 
0,045 
0,345 
0,366 
0,307 
0,610 
0,685 
0,180 
0,374 
0,623 
0,489 
0,369 
0,825 
0,573 
0,419 
0,378 
0,722 
0,847 
0,589 
0,246 
0,940 
0,361 
0,398 
0,129 
0,532 
0,515 
0,954 
0,555 
0,297 
0,377 
0,496 
0,731 
0,035 
0,422 
0,450 
0,760 
0,862 
0,294 
0,460 
0,195 
0,222 
0,726 
0,721 
0,667 
0,147 
0,122 
0,258 
0,060 
0,814 
0,352 
0,269 
0,132 
0,443 
0,414 
0,308 
0,504 
0,119 
0,846 
0,352 
0,090 
0,174 
0,156 
0,194 
0,480 
0,720 
0,958 
0,606 
0,650 
0,550 
0,268 
0,060 
0,344 
0,968 
0,765 
0,198 
0,518 
0,070 
0,468 
0,062 
0,475 
0,431 
0,681 
0,762 
0,738 
0,997 
0,252 
0,013 
0,300 
0,408 
0,109 
0,870 
0,576 
0,573 
0,539 
0,202 
