0,135 
0,388 
0,337 
0,032 
0,818 
0,014 
0,137 
0,439 
0,048 
0,171 
0,211 
0,090 
0,286 
0,180 
0,344 
0,064 
0,705 
0,371 
0,206 
0,055 
0,312 
0,489 
0,242 
0,471 
0,163 
0,123 
0,178 
0,315 
0,542 
0,727 
0,462 
0,125 
0,204 
0,039 
0,049 
0,196 
0,147 
0,267 
0,055 
0,322 
0,757 
0,639 
0,170 
0,192 
0,682 
0,292 
0,226 
0,226 
0,219 
0,150 
0,016 
0,165 
0,139 
0,501 
0,309 
0,429 
0,017 
0,189 
0,580 
0,040 
0,066 
0,935 
0,111 
0,046 
0,143 
0,680 
0,283 
0,156 
0,063 
0,620 
0,125 
0,211 
0,085 
0,203 
0,035 
0,007 
0,045 
0,127 
0,232 
0,288 
0,199 
0,009 
0,061 
0,534 
0,588 
0,056 
0,352 
0,100 
0,622 
0,131 
0,296 
0,264 
0,039 
0,053 
0,277 
0,114 
0,075 
0,075 
0,070 
0,026 
