1,031 
2,953 
2,567 
0,244 
6,229 
0,110 
1,045 
3,345 
0,366 
1,307 
1,611 
0,685 
2,180 
1,374 
2,623 
0,489 
5,369 
2,825 
1,574 
0,420 
2,379 
3,722 
1,847 
3,590 
1,246 
0,940 
1,362 
2,398 
4,129 
5,533 
3,516 
0,955 
1,555 
0,298 
0,378 
1,496 
8,731 
2,036 
0,423 
2,451 
5,761 
4,863 
1,295 
1,461 
5,195 
2,222 
1,726 
1,721 
1,668 
1,147 
0,123 
1,258 
1,060 
3,815 
2,353 
3,269 
0,133 
1,443 
4,414 
0,309 
0,504 
7,119 
0,846 
0,352 
1,090 
5,174 
2,156 
1,194 
0,481 
4,721 
0,958 
1,606 
0,650 
1,551 
0,268 
0,061 
0,344 
0,969 
1,766 
2,198 
1,519 
0,070 
0,469 
4,063 
4,476 
0,431 
2,681 
0,763 
4,738 
0,998 
2,253 
2,014 
0,300 
0,409 
2,110 
0,870 
0,576 
0,573 
0,540 
0,202 
