1,031 
2,888 
1,483 
2,478 
11,017 
1,144 
1,970 
3,644 
1,588 
0,176 
1,234 
10,389 
0,516 
0,068 
3,195 
2,841 
0,228 
2,464 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
3,297 
1,128 
0,898 
1,250 
0,641 
2,019 
0,998 
0,369 
4,826 
3,355 
