3,465 
8,061 
4,292 
5,730 
5,293 
4,575 
5,715 
8,350 
4,894 
4,078 
3,642 
5,126 
2,409 
4,616 
8,018 
6,230 
2,656 
7,458 
6,739 
6,211 
7,883 
2,466 
2,656 
3,046 
2,923 
5,772 
3,166 
2,735 
7,818 
9,396 
8,505 
3,717 
2,849 
4,437 
3,856 
5,974 
0,355 
2,913 
5,902 
7,926 
9,486 
2,104 
3,037 
3,754 
0,758 
6,186 
2,935 
3,081 
6,791 
7,002 
5,655 
3,527 
3,224 
2,986 
2,145 
6,439 
4,427 
3,243 
7,913 
6,038 
6,327 
1,495 
3,413 
4,388 
3,057 
6,810 
2,692 
3,402 
5,961 
9,060 
6,830 
3,335 
3,609 
3,716 
4,036 
5,196 
4,078 
3,560 
6,843 
7,771 
7,304 
4,651 
3,819 
2,921 
1,063 
5,523 
2,426 
3,723 
8,018 
6,867 
7,805 
3,136 
4,055 
4,341 
2,297 
5,743 
3,807 
3,893 
6,019 
5,840
