3,885 
4,027 
2,090 
4,434 
9,656 
4,548 
3,227 
5,683 
3,873 
6,928 
3,055 
6,542 
5,951 
7,158 
4,753 
4,557 
8,643 
3,043 
6,573 
5,030 
4,964 
2,434 
4,020 
2,046 
5,196 
3,360 
3,820 
6,803 
7,548 
5,110 
4,956 
3,700 
4,101 
4,149 
5,108 
2,931 
2,011 
6,661 
5,815 
5,074 
4,944 
2,067 
4,180 
3,115 
5,401 
2,479 
3,671 
6,527 
6,619 
5,050 
4,992 
3,508 
4,258 
1,955 
5,270 
1,942 
4,631 
6,399 
7,634 
5,026 
4,983 
1,451 
4,337 
4,074 
5,184 
1,152 
3,515 
6,272 
5,869 
5,102 
4,977 
3,314 
4,419 
3,058 
5,091 
4,584 
4,407 
6,146 
6,666
5,070 
4,971 
4,647 
4,506 
1,857 
5,372 
3,889 
3,344 
6,017 
7,729 
5,047 
4,965 
3,113 
4,605 
4,003 
5,256 
3,422 
4,232 
5,881 
5,921 
5,021 
