0,650 
0,299 
0,538 
0,355 
0,010 
0,620 
0,439 
0,218 
0,515 
0,929 
0,597 
0,013 
0,806 
0,972 
0,263 
0,305 
0,909 
0,357 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
0,252 
0,624 
0,687 
0,593 
0,765 
0,430 
0,659 
0,857 
0,133 
0,246 
